customer_id,trans_date,tran_amount
CS3530,2014-09-23,103
CS1902,2013-07-15,43
CS1142,2012-03-03,86
CS2618,2012-03-23,44
CS1453,2013-04-23,84
CS4799,2014-08-31,58
CS1642,2011-12-08,51
CS4945,2014-03-23,101
CS5618,2014-02-04,82
CS1496,2012-10-06,45
CS4083,2013-07-20,58
CS4659,2012-08-24,87
CS5011,2013-02-25,89
CS1500,2012-06-02,64
CS6100,2014-01-11,85
CS2569,2015-02-23,58
CS4249,2012-01-08,103
CS3127,2014-12-15,53
CS1955,2014-05-20,97
CS2962,2013-04-06,105
CS5991,2014-01-09,96
CS1434,2014-04-21,78
CS5573,2013-04-19,101
CS4343,2014-11-13,52
CS3989,2013-03-20,46
CS3120,2015-01-28,52
CS5023,2013-10-26,78
CS1680,2015-01-27,63
CS6061,2013-01-25,84
CS3624,2011-05-17,76
CS3214,2013-04-24,86
CS3258,2011-11-26,42
CS2285,2015-03-09,102
CS3382,2012-06-26,51
CS3954,2013-09-12,96
CS4510,2012-09-01,68
CS4737,2013-09-02,68
CS3837,2014-05-10,50
CS4662,2014-12-19,91
CS1478,2012-12-17,100
CS3545,2011-12-20,52
CS2296,2013-08-12,78
CS4856,2013-05-18,44
CS4406,2012-02-26,50
CS1918,2011-10-18,61
CS4188,2013-08-24,98
CS5389,2011-12-14,77
CS1336,2013-04-21,55
CS5523,2012-07-31,54
CS3926,2012-08-29,80
CS3045,2011-06-24,82
CS2159,2013-07-06,69
CS4110,2014-10-19,35
CS1932,2014-09-26,81
CS5244,2014-12-25,90
CS5599,2011-11-30,70
CS5353,2014-07-05,72
CS3332,2013-05-03,89
CS4266,2013-02-27,87
CS2874,2011-08-02,38
CS1605,2014-09-19,86
CS4346,2013-04-21,102
CS5611,2012-07-30,55
CS4019,2014-11-18,63
CS2363,2013-07-09,94
CS4560,2011-12-09,71
CS5986,2014-11-15,101
CS4794,2015-01-19,96
CS4139,2013-01-25,61
CS1826,2013-05-31,58
CS2448,2011-07-30,48
CS5298,2014-04-13,76
CS1747,2013-03-07,51
CS3357,2013-10-22,58
CS4905,2012-06-09,50
CS2967,2013-08-29,68
CS3847,2012-06-18,97
CS5075,2012-02-07,66
CS3739,2014-03-18,101
CS4798,2013-01-20,96
CS4210,2012-06-16,58
CS3900,2011-10-25,48
CS5001,2013-07-17,67
CS2626,2011-10-31,104
CS2510,2014-03-06,74
CS3003,2011-06-17,43
CS4169,2012-07-29,104
CS6042,2012-10-03,86
CS1139,2014-10-10,76
CS1352,2014-12-14,62
CS1400,2012-05-02,58
CS2360,2014-11-12,69
CS4820,2012-11-04,82
CS5173,2012-05-29,54
CS4267,2012-07-29,96
CS4583,2014-01-03,82
CS2700,2011-12-04,45
CS4616,2013-07-22,66
CS5128,2011-07-27,45
CS5862,2012-11-02,59
CS1971,2013-03-30,90
CS4010,2011-08-24,36
CS2325,2015-01-11,87
CS5412,2012-01-18,63
CS5961,2012-07-18,39
CS2017,2013-03-02,44
CS4889,2015-03-11,72
CS3264,2011-09-07,67
CS5793,2011-11-12,90
CS5978,2013-01-10,62
CS5422,2013-05-11,86
CS5996,2011-05-22,89
CS2182,2011-07-22,100
CS1430,2012-09-07,57
CS2541,2012-02-07,35
CS1862,2014-05-01,101
CS2834,2012-10-17,42
CS5815,2011-05-16,101
CS3097,2013-11-04,69
CS1942,2014-05-24,100
CS5851,2014-11-29,98
CS4330,2013-02-02,43
CS3159,2011-06-12,78
CS2208,2012-07-21,75
CS4530,2014-07-05,71
CS4822,2013-11-24,64
CS4871,2012-07-10,98
CS6078,2014-07-07,46
CS5441,2011-06-22,92
CS4579,2011-11-09,65
CS2893,2014-03-30,39
CS5178,2011-07-16,54
CS5816,2013-09-18,83
CS2329,2013-02-25,78
CS1566,2013-03-30,81
CS5299,2014-07-03,35
CS1600,2015-02-25,71
CS4112,2013-04-15,101
CS2709,2011-08-27,99
CS3989,2012-10-22,86
CS2404,2012-02-21,72
CS4463,2013-11-16,94
CS4538,2014-07-20,49
CS1125,2012-01-29,101
CS3662,2013-10-16,105
CS3100,2011-11-09,91
CS4762,2012-02-16,76
CS1361,2014-04-24,103
CS4035,2013-05-10,45
CS2689,2011-06-07,77
CS4131,2011-12-27,35
CS2551,2012-01-19,65
CS2432,2014-09-12,91
CS3533,2015-01-20,76
CS4254,2011-05-16,77
CS2786,2014-11-23,48
CS2396,2011-10-16,68
CS3718,2014-01-31,91
CS3150,2014-12-30,54
CS2200,2014-02-14,67
CS5097,2013-11-15,75
CS3930,2012-12-09,82
CS2150,2014-03-28,99
CS4893,2012-06-29,52
CS4910,2013-04-13,37
CS3943,2013-11-06,51
CS5201,2014-09-17,100
CS1859,2012-11-26,78
CS2442,2011-10-06,73
CS3642,2012-03-25,49
CS4016,2011-08-11,46
CS1546,2012-12-19,89
CS5671,2011-11-01,52
CS4787,2013-11-22,99
CS5023,2011-11-21,93
CS4177,2014-12-25,103
CS2657,2012-09-10,98
CS5372,2011-09-27,82
CS5643,2012-11-11,72
CS3408,2014-07-30,61
CS4702,2014-05-20,104
CS1245,2012-04-07,101
CS6036,2011-12-26,49
CS1400,2012-10-25,37
CS3144,2015-02-13,63
CS2600,2013-02-15,101
CS4043,2013-04-13,81
CS4489,2013-08-05,88
CS2854,2012-02-24,96
CS2959,2013-05-29,94
CS2784,2014-03-08,77
CS2775,2012-01-28,68
CS2849,2013-07-15,71
CS5580,2014-08-13,77
CS3835,2013-10-24,60
CS5019,2014-12-07,87
CS4219,2012-09-04,47
CS4016,2011-11-02,100
CS3557,2011-12-10,54
CS4002,2013-06-02,84
CS5168,2012-12-28,58
CS1659,2011-07-02,49
CS4330,2012-05-09,36
CS4134,2011-09-03,81
CS3626,2014-08-14,88
CS1570,2014-10-25,50
CS5870,2012-12-30,58
CS5184,2012-07-30,77
CS3025,2013-09-15,41
CS3913,2011-10-10,51
CS5218,2013-01-08,79
CS5276,2014-01-06,41
CS2603,2013-10-01,37
CS4131,2014-04-05,68
CS3944,2013-01-25,89
CS5295,2012-12-24,36
CS4275,2013-08-24,101
CS1452,2012-10-15,102
CS3575,2015-01-05,81
CS4771,2014-12-13,89
CS4289,2013-09-20,98
CS5376,2012-07-30,44
CS2533,2013-02-20,79
CS2257,2012-07-11,67
CS5475,2011-11-13,51
CS4141,2013-05-14,102
CS4880,2012-07-03,56
CS5663,2014-08-26,49
CS2188,2015-02-07,93
CS2396,2015-02-01,77
CS1402,2015-02-14,45
CS4170,2013-01-05,68
CS3360,2012-07-10,83
CS4561,2013-04-08,95
CS5242,2011-10-26,51
CS5895,2013-02-22,54
CS4014,2013-03-20,69
CS3621,2012-12-31,85
CS1691,2012-07-09,69
CS5171,2012-12-11,54
CS1170,2013-05-13,55
CS5556,2011-11-15,50
CS1976,2013-07-23,93
CS1541,2012-09-11,48
CS4021,2014-08-15,42
CS2393,2012-08-04,51
CS5543,2012-03-26,65
CS2261,2014-03-07,90
CS1583,2011-09-06,82
CS4928,2012-04-19,90
CS1783,2011-07-03,67
CS4825,2013-11-22,87
CS1504,2011-05-24,42
CS1816,2013-06-11,91
CS2602,2011-07-15,39
CS2453,2013-03-12,40
CS3221,2013-07-09,91
CS2198,2012-01-14,83
CS3667,2012-10-08,56
CS2987,2011-11-14,98
CS3195,2012-03-31,79
CS1486,2012-04-13,99
CS5015,2014-01-18,54
CS1617,2014-06-29,45
CS2182,2013-04-30,74
CS5606,2014-03-15,92
CS1285,2014-04-22,100
CS1587,2013-05-29,55
CS3019,2013-04-13,74
CS1352,2013-07-23,49
CS1391,2015-03-12,103
CS3101,2014-02-21,76
CS2030,2011-08-31,43
CS1829,2013-02-16,65
CS4875,2012-10-13,90
CS3955,2012-04-19,97
CS4783,2012-12-05,83
CS5174,2012-05-30,35
CS4662,2013-01-16,100
CS3837,2014-07-26,94
CS4787,2015-02-19,93
CS3432,2013-08-03,97
CS4830,2015-02-26,104
CS4083,2014-03-08,49
CS1596,2011-07-01,58
CS3275,2012-10-11,84
CS3898,2014-08-25,66
CS2607,2015-03-02,90
CS3288,2014-07-02,69
CS3501,2014-09-20,79
CS4587,2014-05-23,85
CS5707,2011-07-26,67
CS3056,2013-02-09,44
CS5191,2015-03-12,96
CS3400,2013-07-24,57
CS2349,2011-05-16,101
CS1741,2014-10-20,52
CS5672,2014-10-12,53
CS2259,2013-05-06,61
CS3297,2014-11-10,95
CS5413,2014-12-08,45
CS5760,2014-08-04,71
CS4965,2011-11-29,59
CS5875,2013-11-29,101
CS3775,2014-08-15,48
CS2494,2014-08-21,101
CS5538,2014-05-02,82
CS4448,2012-01-09,40
CS1382,2013-12-07,73
CS5109,2012-10-26,42
CS4973,2012-09-26,74
CS1544,2013-02-05,45
CS3363,2013-09-24,70
CS2736,2014-07-27,76
CS2512,2014-02-27,58
CS4491,2013-11-19,63
CS5932,2014-04-12,57
CS3960,2013-12-06,105
CS6090,2012-03-18,103
CS4089,2012-12-25,104
CS2460,2014-07-13,67
CS4806,2012-04-13,79
CS4059,2014-03-25,48
CS3357,2012-05-24,35
CS2434,2014-10-12,95
CS4330,2011-09-18,38
CS4452,2012-02-22,67
CS5785,2013-05-28,76
CS2623,2014-07-08,102
CS1131,2012-02-13,80
CS4004,2012-02-19,103
CS4557,2014-08-08,68
CS2433,2013-12-20,44
CS3483,2013-08-12,46
CS1695,2012-12-01,54
CS2974,2013-11-04,82
CS5546,2011-06-29,95
CS5346,2013-02-28,104
CS2828,2013-01-19,53
CS5837,2013-08-27,68
CS3058,2015-03-04,97
CS4588,2012-10-25,41
CS5475,2014-10-15,88
CS2583,2014-03-22,56
CS4583,2014-10-12,103
CS2498,2011-12-23,90
CS2140,2012-10-25,56
CS2975,2012-05-14,37
CS1331,2012-07-15,61
CS2058,2014-05-28,59
CS4044,2013-06-10,48
CS3093,2014-11-08,60
CS5766,2011-09-28,71
CS4590,2012-02-12,64
CS1986,2011-08-05,55
CS2286,2013-08-03,75
CS4909,2011-08-26,48
CS3198,2013-06-27,100
CS1625,2013-10-03,62
CS5016,2011-06-09,52
CS4465,2013-04-13,79
CS5183,2014-12-26,35
CS4723,2013-02-28,96
CS2915,2012-06-22,98
CS4607,2012-02-10,99
CS2747,2011-06-01,74
CS5874,2012-03-14,80
CS4592,2014-04-24,49
CS1458,2012-07-01,81
CS2623,2012-08-25,65
CS5435,2012-03-26,84
CS1850,2012-12-01,77
CS4720,2014-05-01,50
CS1962,2012-04-09,85
CS5602,2014-12-21,53
CS1438,2011-11-25,51
CS5372,2011-12-14,50
CS2020,2014-06-07,35
CS3485,2014-01-08,100
CS1813,2013-09-15,92
CS2669,2014-11-18,36
CS5687,2013-08-22,75
CS2198,2014-06-16,42
CS2473,2013-07-05,66
CS5725,2012-11-27,63
CS4074,2014-10-17,60
CS5161,2015-01-08,73
CS4560,2012-10-06,90
CS4827,2012-10-10,57
CS3467,2012-12-26,92
CS2929,2014-10-21,82
CS3686,2014-08-31,99
CS1802,2013-01-08,79
CS3089,2012-05-11,53
CS3463,2014-05-06,67
CS4833,2012-12-14,69
CS5827,2013-01-14,66
CS4928,2015-02-07,48
CS1162,2012-08-30,56
CS5567,2013-05-03,77
CS3452,2013-04-01,60
CS1936,2012-11-30,87
CS5771,2013-04-11,65
CS5296,2012-07-29,79
CS4492,2012-01-26,89
CS5422,2012-10-03,75
CS4560,2012-10-28,50
CS3328,2012-09-13,75
CS4936,2015-02-03,50
CS5408,2013-09-24,76
CS3745,2012-06-26,69
CS2521,2013-12-28,89
CS1870,2013-10-22,70
CS1791,2011-05-16,74
CS4461,2011-08-11,96
CS3013,2015-03-09,94
CS1349,2013-08-30,95
CS2031,2012-02-25,87
CS3223,2011-08-28,51
CS5756,2011-05-17,74
CS1311,2015-02-08,77
CS3429,2012-01-21,42
CS5871,2014-02-24,102
CS2423,2011-08-19,38
CS4976,2012-11-01,82
CS5076,2014-06-10,94
CS2373,2013-10-05,57
CS5576,2014-05-30,56
CS2588,2014-09-13,105
CS2742,2012-12-12,73
CS3990,2011-10-22,96
CS3596,2013-03-18,53
CS3402,2012-12-21,101
CS5986,2013-12-19,84
CS3710,2015-02-06,49
CS1268,2012-08-01,40
CS2837,2012-01-08,95
CS2694,2011-08-22,50
CS4177,2011-11-15,48
CS3389,2012-02-11,55
CS3854,2012-05-10,88
CS5127,2012-01-21,102
CS3126,2012-03-11,59
CS5441,2012-01-13,48
CS3133,2011-09-13,91
CS2067,2011-09-28,69
CS4158,2012-03-02,81
CS1692,2012-09-03,68
CS4838,2014-07-05,84
CS4150,2011-12-17,39
CS2331,2013-12-21,98
CS4562,2011-07-02,104
CS3404,2013-02-15,52
CS1465,2013-05-16,66
CS2594,2013-09-06,79
CS5695,2014-07-09,57
CS4067,2012-08-29,64
CS4376,2012-05-12,54
CS5926,2013-08-11,56
CS4721,2012-03-24,90
CS1245,2013-10-15,76
CS2771,2012-04-07,81
CS5042,2012-07-21,35
CS3466,2012-11-27,81
CS3085,2011-06-05,68
CS2513,2013-09-03,67
CS2114,2012-12-05,37
CS2403,2013-07-08,91
CS1387,2013-06-20,89
CS3361,2012-09-02,47
CS3213,2012-08-04,39
CS1802,2014-04-05,39
CS5816,2012-04-14,99
CS4396,2011-06-07,41
CS2480,2012-11-08,53
CS2284,2012-10-24,78
CS1859,2014-01-08,50
CS3160,2014-11-19,48
CS2281,2013-12-24,99
CS1203,2014-08-20,92
CS1372,2011-11-13,75
CS5314,2012-10-17,77
CS4387,2012-10-07,87
CS4260,2011-11-22,45
CS3335,2014-10-23,61
CS1716,2013-06-26,65
CS4869,2013-12-28,85
CS1225,2012-12-14,35
CS5690,2013-10-15,73
CS4746,2012-02-01,87
CS2310,2012-12-13,46
CS3966,2013-05-29,72
CS3508,2014-01-03,77
CS3823,2014-03-27,46
CS1449,2012-11-30,75
CS2964,2013-07-13,50
CS1920,2013-04-11,66
CS5070,2012-10-07,102
CS4056,2013-04-03,61
CS1765,2014-03-24,75
CS3433,2012-07-02,74
CS2813,2013-10-30,83
CS2195,2013-03-18,102
CS3227,2012-01-04,65
CS4264,2012-01-20,73
